1.400000000000000133e-01 1.000000000000000000e+00
1.401111111111111307e-01 1.000000000000000000e+00
1.402222222222222203e-01 1.000000000000000000e+00
1.403333333333333377e-01 1.000000000000000000e+00
1.404444444444444551e-01 1.000000000000000000e+00
1.405555555555555447e-01 1.000000000000000000e+00
1.406666666666666621e-01 0.000000000000000000e+00
1.407777777777777795e-01 0.000000000000000000e+00
1.408888888888888691e-01 2.000000000000000000e+00
1.409999999999999865e-01 1.000000000000000000e+00
