-1.500000000000000000e+00 -1.500000000000000000e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.469696969696969724e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.439393939393939448e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.409090909090909172e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.378787878787878896e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.348484848484848397e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.318181818181818121e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.287878787878787845e+00 2.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.500000000000000000e+00 -1.196969696969697017e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.166666666666666519e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.136363636363636243e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.106060606060605966e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.075757575757575690e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.045454545454545414e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -1.015151515151515138e+00 2.000000000000000000e+00
-1.500000000000000000e+00 -9.848484848484848619e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -9.545454545454545858e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -9.242424242424241987e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -8.939393939393939226e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -8.636363636363636465e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -8.333333333333332593e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -8.030303030303029832e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -7.727272727272727071e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -7.424242424242424310e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -7.121212121212121549e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -6.818181818181817677e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -6.515151515151514916e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -6.212121212121212155e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -5.909090909090908283e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -5.606060606060605522e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -5.303030303030302761e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -5.000000000000000000e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -4.696969696969697239e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -4.393939393939394478e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -4.090909090909091717e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -3.787878787878786735e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -3.484848484848483974e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -3.181818181818181213e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -2.878787878787878451e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -2.575757575757575690e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -2.272727272727272929e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -1.969696969696970168e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -1.666666666666665186e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -1.363636363636362425e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -1.060606060606059664e-01 2.000000000000000000e+00
-1.500000000000000000e+00 -7.575757575757569029e-02 2.000000000000000000e+00
-1.500000000000000000e+00 -4.545454545454541417e-02 2.000000000000000000e+00
-1.500000000000000000e+00 -1.515151515151513806e-02 2.000000000000000000e+00
-1.500000000000000000e+00 1.515151515151513806e-02 2.000000000000000000e+00
-1.500000000000000000e+00 4.545454545454541417e-02 2.000000000000000000e+00
-1.500000000000000000e+00 7.575757575757569029e-02 2.000000000000000000e+00
-1.500000000000000000e+00 1.060606060606061884e-01 2.000000000000000000e+00
-1.500000000000000000e+00 1.363636363636364646e-01 2.000000000000000000e+00
-1.500000000000000000e+00 1.666666666666667407e-01 2.000000000000000000e+00
-1.500000000000000000e+00 1.969696969696970168e-01 2.000000000000000000e+00
-1.500000000000000000e+00 2.272727272727272929e-01 2.000000000000000000e+00
-1.500000000000000000e+00 2.575757575757575690e-01 2.000000000000000000e+00
-1.500000000000000000e+00 2.878787878787878451e-01 2.000000000000000000e+00
-1.500000000000000000e+00 3.181818181818183433e-01 2.000000000000000000e+00
-1.500000000000000000e+00 3.484848484848486194e-01 2.000000000000000000e+00
-1.500000000000000000e+00 3.787878787878788955e-01 2.000000000000000000e+00
-1.500000000000000000e+00 4.090909090909091717e-01 2.000000000000000000e+00
