1.390000000000000124e-01 0.000000000000000000e+00
1.390101010101010282e-01 0.000000000000000000e+00
1.390202020202020439e-01 1.000000000000000000e+00
1.390303030303030318e-01 1.000000000000000000e+00
1.390404040404040475e-01 1.000000000000000000e+00
1.390505050505050633e-01 1.000000000000000000e+00
1.390606060606060790e-01 1.000000000000000000e+00
1.390707070707070947e-01 1.000000000000000000e+00
1.390808080808080827e-01 0.000000000000000000e+00
1.390909090909090984e-01 0.000000000000000000e+00
1.391010101010101141e-01 1.000000000000000000e+00
1.391111111111111298e-01 1.000000000000000000e+00
1.391212121212121455e-01 1.000000000000000000e+00
1.391313131313131335e-01 0.000000000000000000e+00
1.391414141414141492e-01 1.000000000000000000e+00
1.391515151515151649e-01 0.000000000000000000e+00
1.391616161616161806e-01 1.000000000000000000e+00
1.391717171717171964e-01 2.000000000000000000e+00
1.391818181818181843e-01 1.000000000000000000e+00
1.391919191919192000e-01 1.000000000000000000e+00
1.392020202020202158e-01 0.000000000000000000e+00
1.392121212121212315e-01 1.000000000000000000e+00
1.392222222222222472e-01 0.000000000000000000e+00
1.392323232323232352e-01 0.000000000000000000e+00
1.392424242424242509e-01 1.000000000000000000e+00
1.392525252525252666e-01 1.000000000000000000e+00
1.392626262626262823e-01 1.000000000000000000e+00
1.392727272727272980e-01 1.000000000000000000e+00
1.392828282828282860e-01 1.000000000000000000e+00
1.392929292929293017e-01 1.000000000000000000e+00
1.393030303030303174e-01 1.000000000000000000e+00
1.393131313131313331e-01 1.000000000000000000e+00
1.393232323232323489e-01 1.000000000000000000e+00
1.393333333333333368e-01 1.000000000000000000e+00
1.393434343434343525e-01 1.000000000000000000e+00
1.393535353535353682e-01 1.000000000000000000e+00
1.393636363636363840e-01 1.000000000000000000e+00
1.393737373737373997e-01 1.000000000000000000e+00
1.393838383838383876e-01 1.000000000000000000e+00
1.393939393939394034e-01 1.000000000000000000e+00
1.394040404040404191e-01 1.000000000000000000e+00
1.394141414141414348e-01 1.000000000000000000e+00
1.394242424242424505e-01 1.000000000000000000e+00
1.394343434343434385e-01 1.000000000000000000e+00
1.394444444444444542e-01 1.000000000000000000e+00
1.394545454545454699e-01 1.000000000000000000e+00
1.394646464646464856e-01 1.000000000000000000e+00
1.394747474747475013e-01 1.000000000000000000e+00
1.394848484848484893e-01 1.000000000000000000e+00
1.394949494949495050e-01 1.000000000000000000e+00
1.395050505050505207e-01 1.000000000000000000e+00
1.395151515151515365e-01 1.000000000000000000e+00
1.395252525252525244e-01 1.000000000000000000e+00
1.395353535353535401e-01 1.000000000000000000e+00
1.395454545454545559e-01 1.000000000000000000e+00
1.395555555555555716e-01 1.000000000000000000e+00
1.395656565656565873e-01 1.000000000000000000e+00
1.395757575757575752e-01 1.000000000000000000e+00
1.395858585858585910e-01 1.000000000000000000e+00
1.395959595959596067e-01 1.000000000000000000e+00
1.396060606060606224e-01 1.000000000000000000e+00
1.396161616161616381e-01 1.000000000000000000e+00
1.396262626262626261e-01 1.000000000000000000e+00
1.396363636363636418e-01 1.000000000000000000e+00
1.396464646464646575e-01 1.000000000000000000e+00
1.396565656565656732e-01 1.000000000000000000e+00
1.396666666666666889e-01 1.000000000000000000e+00
1.396767676767676769e-01 1.000000000000000000e+00
1.396868686868686926e-01 1.000000000000000000e+00
1.396969696969697083e-01 1.000000000000000000e+00
1.397070707070707241e-01 1.000000000000000000e+00
1.397171717171717398e-01 1.000000000000000000e+00
1.397272727272727277e-01 1.000000000000000000e+00
1.397373737373737435e-01 1.000000000000000000e+00
1.397474747474747592e-01 1.000000000000000000e+00
1.397575757575757749e-01 1.000000000000000000e+00
1.397676767676767906e-01 1.000000000000000000e+00
1.397777777777777786e-01 1.000000000000000000e+00
1.397878787878787943e-01 1.000000000000000000e+00
1.397979797979798100e-01 1.000000000000000000e+00
1.398080808080808257e-01 1.000000000000000000e+00
1.398181818181818414e-01 1.000000000000000000e+00
1.398282828282828294e-01 1.000000000000000000e+00
1.398383838383838451e-01 1.000000000000000000e+00
1.398484848484848608e-01 1.000000000000000000e+00
1.398585858585858765e-01 1.000000000000000000e+00
1.398686868686868923e-01 1.000000000000000000e+00
1.398787878787878802e-01 1.000000000000000000e+00
1.398888888888888959e-01 0.000000000000000000e+00
1.398989898989899117e-01 1.000000000000000000e+00
1.399090909090909274e-01 0.000000000000000000e+00
1.399191919191919431e-01 2.000000000000000000e+00
1.399292929292929311e-01 0.000000000000000000e+00
1.399393939393939468e-01 2.000000000000000000e+00
1.399494949494949625e-01 1.000000000000000000e+00
1.399595959595959782e-01 2.000000000000000000e+00
1.399696969696969939e-01 1.000000000000000000e+00
1.399797979797979819e-01 2.000000000000000000e+00
1.399898989898989976e-01 0.000000000000000000e+00
1.400000000000000133e-01 1.000000000000000000e+00
