1.250000000000000000e+00 0.000000000000000000e+00 -1.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.228662048904770154e+00 -2.881428308574418215e-02 -1.225037089901816811e+00 1.004453761774111858e-01 0.000000000000000000e+00
1.205300120407058806e+00 -4.887041085340272650e-02 -1.191193942110061244e+00 1.855758401888073506e-01 0.000000000000000000e+00
1.180837492813730183e+00 -6.081363729206955282e-02 -1.150161621123798161e+00 2.539363571784703510e-01 0.000000000000000000e+00
1.156096331837117352e+00 -6.558505285419276298e-02 -1.103697252799128004e+00 3.052203819195480894e-01 0.000000000000000000e+00
1.131774448034670977e+00 -6.431207793844082032e-02 -1.053518856274709981e+00 3.400761197037279748e-01 0.000000000000000000e+00
1.108433413917101040e+00 -5.821004182929515047e-02 -1.001224340992421968e+00 3.598448468981793047e-01 0.000000000000000000e+00
1.086496271766207444e+00 -4.850133867633264068e-02 -9.482382464896266239e-01 3.662879168633254579e-01 0.000000000000000000e+00
1.066252649232382499e+00 -3.635429421415401624e-02 -8.957848493822035962e-01 3.613438585457899865e-01 0.000000000000000000e+00
1.047869095002761375e+00 -2.284078048695090818e-02 -8.448830955815687105e-01 3.469383204383030272e-01 0.000000000000000000e+00
1.031402701924356347e+00 -8.909832533694492587e-03 -7.963574495381248175e-01 3.248533126327345366e-01 0.000000000000000000e+00
1.016816464148765586e+00 4.626179564909578545e-03 -7.508587744777899253e-01 2.966510043140236363e-01 0.000000000000000000e+00
1.003995216772509691e+00 1.709622154365430385e-02 -7.088902198530919740e-01 2.636414830836747991e-01 0.000000000000000000e+00
9.927613679871529762e-01 2.796902925809292839e-02 -6.708343063556849728e-01 2.268822173380465324e-01 0.000000000000000000e+00
9.828899242440940487e-01 3.684756919340438641e-02 -6.369786231720787617e-01 1.871979199033640129e-01 0.000000000000000000e+00
9.741225207719557133e-01 4.346111750696887016e-02 -6.075385972652824762e-01 1.452117208265250869e-01 0.000000000000000000e+00
9.661803094377979795e-01 4.765596358255053122e-02 -5.826765885187997762e-01 1.013810715685883046e-01 0.000000000000000000e+00
9.587756370016583540e-01 4.938528718057897532e-02 -5.625171093865790617e-01 5.603408919989543574e-02 0.000000000000000000e+00
9.516224852973781401e-01 4.869844275363862524e-02 -5.471583015340739653e-01 9.403884311620001879e-03 0.000000000000000000e+00
9.444456564147620803e-01 4.572970245577596959e-02 -5.366799745513828324e-01 -3.834023348647200985e-02 0.000000000000000000e+00
9.369886842625049228e-01 4.068644132566045374e-02 -5.311485704177777434e-01 -8.706485382349019031e-02 0.000000000000000000e+00
9.290204499238045033e-01 3.383676851776826200e-02 -5.306194009080484886e-01 -1.366474590494422270e-01 0.000000000000000000e+00
9.203404798503781459e-01 2.549668819726202268e-02 -5.351364431032213931e-01 -1.869535639516204384e-01 0.000000000000000000e+00
9.107829178152926364e-01 1.601698285023217885e-02 -5.447298923271148841e-01 -2.378150973366494059e-01 0.000000000000000000e+00
9.002191851884131513e-01 5.770121812002150866e-03 -5.594115786161542037e-01 -2.890091134801073269e-01 0.000000000000000000e+00
8.885593782355720727e-01 -4.862415785166395582e-03 -5.791682662212782606e-01 -3.402360517074368151e-01 0.000000000000000000e+00
8.757524922965752578e-01 -1.550196917367070194e-02 -6.039527897781166166e-01 -3.910970450894062922e-01 0.000000000000000000e+00
8.617856059247056555e-01 -2.578324626001018624e-02 -6.336729522870203635e-01 -4.410702500234448542e-01 0.000000000000000000e+00
8.466821978575811425e-01 -3.536322322549757813e-02 -6.681781396635262382e-01 -4.894868747142723242e-01 0.000000000000000000e+00
8.304998008028633416e-01 -4.392811918693278334e-02 -7.072437197871441761e-01 -5.355085722598275089e-01 0.000000000000000000e+00
8.133272142067202726e-01 -5.119829815592947392e-02 -7.505535194584564973e-01 -5.781091521205297123e-01 0.000000000000000000e+00
7.952815006067162074e-01 -5.693108755759837547e-02 -7.976810380414923740e-01 -6.160651056670007897e-01 0.000000000000000000e+00
7.765049756192808905e-01 -6.092163250504632754e-02 -8.480705790245727238e-01 -6.479610694449002839e-01 0.000000000000000000e+00
7.571623704165201252e-01 -6.300201387950697673e-02 -9.010201519865436159e-01 -6.722177128666351198e-01 0.000000000000000000e+00
7.374382994295548555e-01 -6.303893693420525857e-02 -9.556687629967186570e-01 -6.871500526163955014e-01 0.000000000000000000e+00
7.175351080016146854e-01 -6.093034237787364749e-02 -1.010991447700868573e+00 -6.910630622437325954e-01 0.000000000000000000e+00
6.976711091555883870e-01 -5.660130619197838858e-02 -1.065805899806396173e+00 -6.823877790087523598e-01 0.000000000000000000e+00
6.780791513951446303e-01 -4.999958376898320372e-02 -1.118794522140198255e+00 -6.598542704141898696e-01 0.000000000000000000e+00
6.590053980442087678e-01 -4.109112722446173205e-02 -1.168544863140013490e+00 -6.226879282531997406e-01 0.000000000000000000e+00
6.407081518979891310e-01 -2.985587029258733593e-02 -1.213609460128307616e+00 -5.708040544259487259e-01 0.000000000000000000e+00
6.234565360318464755e-01 -1.628404005888772765e-02 -1.252583080680368166e+00 -5.049656668870116105e-01 0.000000000000000000e+00
6.075288496439306130e-01 -3.732230878626466297e-04 -1.284191598343698670e+00 -4.268651829087978244e-01 0.000000000000000000e+00
5.932104590093820740e-01 1.787361393669165827e-02 -1.307383053315924970e+00 -3.390962301883451713e-01 0.000000000000000000e+00
