1.250000000000000000e+00 0.000000000000000000e+00 -1.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.214119942756324066e+00 -2.625073143229424491e-02 -1.210494816573527199e+00 9.789145150428978093e-02 0.000000000000000000e+00
1.177400534761570139e+00 -3.943162978181327660e-02 -1.163288533680721049e+00 1.762790631935223229e-01 0.000000000000000000e+00
1.141153375642615320e+00 -4.141504799043690954e-02 -1.110436474299954623e+00 2.351864578116089344e-01 0.000000000000000000e+00
1.106445857180597292e+00 -3.428198546824180737e-02 -1.053888832229943118e+00 2.757401992612736885e-01 0.000000000000000000e+00
1.074095567892582537e+00 -2.013746737111590107e-02 -9.954037468585144044e-01 2.998106234277045923e-01 0.000000000000000000e+00
1.044681370749523941e+00 -9.799500119145494736e-04 -9.364971741771517255e-01 3.096635050639909292e-01 0.000000000000000000e+00
1.018565221143871824e+00 2.137955820121991563e-02 -8.784251870551561536e-01 3.076699690166464496e-01 0.000000000000000000e+00
9.959196966583943045e-01 4.535839321538716329e-02 -8.221911364632782382e-01 2.960951401649128956e-01 0.000000000000000000e+00
9.767574600231466730e-01 6.961437786214245971e-02 -7.685693268907513032e-01 2.769654443221749585e-01 0.000000000000000000e+00
9.609601238734405415e-01 9.303951546363634084e-02 -7.181376987550792679e-01 2.520023486587483208e-01 0.000000000000000000e+00
9.483050407795543535e-01 1.147434842867278704e-01 -6.713136433833032379e-01 2.226055712294423838e-01 0.000000000000000000e+00
9.384893353107117697e-01 1.340328675070953379e-01 -6.283888781011877089e-01 1.898689943960933657e-01 0.000000000000000000e+00
9.311510315586294384e-01 1.503899560063891583e-01 -5.895609101931149620e-01 1.546153091637741672e-01 0.000000000000000000e+00
9.258874503443911275e-01 1.634532756534026188e-01 -5.549598612096833250e-01 1.174390478925040060e-01 0.000000000000000000e+00
9.222712067012643899e-01 1.730007440812902086e-01 -5.246702883167027043e-01 7.875110360874798543e-02 0.000000000000000000e+00
9.198641788552578413e-01 1.789355042098902115e-01 -4.987481798136707556e-01 3.882062554112374053e-02 0.000000000000000000e+00
9.182297854648379110e-01 1.812739405786829849e-01 -4.772335951046008939e-01 -2.187778209147277220e-03 0.000000000000000000e+00
9.169438302664831841e-01 1.801350926138626241e-01 -4.601595408718874292e-01 -4.418222623904029950e-02 0.000000000000000000e+00
9.156040770123583528e-01 1.757305828104381573e-01 -4.475576868746971027e-01 -8.711697721401648331e-02 0.000000000000000000e+00
9.138386214347354874e-01 1.683542359812715550e-01 -4.394614720381049278e-01 -1.309704204467496413e-01 0.000000000000000000e+00
9.113130451524139586e-01 1.583707433397498754e-01 -4.359070648554631555e-01 -1.757267418885857801e-01 0.000000000000000000e+00
9.077362792266265856e-01 1.462029874489018111e-01 -4.369325406245060939e-01 -2.213602588706722885e-01 0.000000000000000000e+00
9.028650787975379677e-01 1.323179528650433867e-01 -4.425755327727142752e-01 -2.678213979572258707e-01 0.000000000000000000e+00
8.965070170256979054e-01 1.172114607985325491e-01 -4.528695127743790905e-01 -3.150233240235829624e-01 0.000000000000000000e+00
8.885219442286511615e-01 1.013922417261616110e-01 -4.678387569737438856e-01 -3.628283043417112608e-01 0.000000000000000000e+00
8.788219204234782866e-01 8.536606048247546985e-02 -4.874919728886268344e-01 -4.110330159775761327e-01 0.000000000000000000e+00
8.673697070420992583e-01 6.962070727631322620e-02 -5.118144877368174805e-01 -4.593522012304610547e-01 0.000000000000000000e+00
8.541759851538605064e-01 5.461265529025131210e-02 -5.407588564600346315e-01 -5.074003798362579643e-01 0.000000000000000000e+00
8.392955417571700272e-01 4.075606829652792668e-02 -5.742337380311908213e-01 -5.546717846730855328e-01 0.000000000000000000e+00
8.228227227491955453e-01 2.841464368961876819e-02 -6.120909347936821510e-01 -6.005193502460344224e-01 0.000000000000000000e+00
8.048864839943697946e-01 1.789653148348746559e-02 -6.541106121420945385e-01 -6.441344939239486145e-01 0.000000000000000000e+00
7.856453768400057935e-01 9.452316550991461327e-03 -6.999849400442014202e-01 -6.845306031331664931e-01 0.000000000000000000e+00
7.652827812241181915e-01 3.275824251939280299e-03 -7.493007470874050169e-01 -7.205345296400028632e-01 0.000000000000000000e+00
